0	1199145600	2008	01	01	1	0.6	0.5	67125	-1111	0	-1111	4.78036	4.8494	4.79702	-1111	0	-1111	0	-1111	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517829	0	0	0	0	0	0	0	0.482171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517829	0	0	0	0	0	0	0	0.482171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	5781	
31	1201824000	2008	02	01	1	0.6	0.5	67278	-1111	0	-1111	13.774	13.1827	13.853	-1111	8667	-1111	3076	-1111	5921	-1111	0.000299013	0	0	0	0	0	0	0	9.96711e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510874	0	0	0	9.96711e-05	0	0	0	0.488495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000299013	0	0	0	0	0	0	0	9.96711e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510874	0	0	0	9.96711e-05	0	0	0	0.488495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	10033	
60	1204329600	2008	03	01	1	0.6	0.5	67423	-1111	0	-1111	19.3981	18.5384	19.437	-1111	10669	-1111	2438	-1111	4787	-1111	0.000459975	0	0	0	0	0	0	0	0.00010298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506962	0	0	0	6.8653e-05	0	0	0	0.49208	0	0	0	3.43265e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274612	0	0	0	0	0	0	0	1.71633e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000459975	0	0	0	0	0	0	0	0.00010298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506962	0	0	0	6.8653e-05	0	0	0	0.49208	0	0	0	3.43265e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000274612	0	0	0	0	0	0	0	1.71633e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	14566	
91	1207008000	2008	04	01	1	0.6	0.5	67555	-1111	0	-1111	25.7169	25.437	25.5688	-1111	16401	-1111	4132	-1111	8122	-1111	0.000770058	0	0	0	0	0	0	0	0.000213498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501042	0	0	0	0.000123861	0	0	0	0.497382	0	0	0	4.07438e-05	0	0	0	4.88926e-05	0	0	0	0	0	0	0	4.88926e-05	0	0	0	0	0	0	0	0.000281132	0	0	0	0	0	0	0	4.88926e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000770058	0	0	0	0	0	0	0	0.000213498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501042	0	0	0	0.000123861	0	0	0	0.497382	0	0	0	4.07438e-05	0	0	0	4.88926e-05	0	0	0	0	0	0	0	4.88926e-05	0	0	0	0	0	0	0	0.000281132	0	0	0	0	0	0	0	4.88926e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	20453	
121	1209600000	2008	05	01	1	0.6	0.5	67697	-1111	0	-1111	30.9064	30.2855	30.7695	-1111	18335	-1111	5199	-1111	10107	-1111	0.000852056	0	0	0	0	0	0	0	0.000246354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49516	0	0	0	0.000108396	0	0	0	0.502724	0	0	0	7.22638e-05	0	0	0	7.22638e-05	0	0	0	3.94166e-05	0	0	0	9.19721e-05	0	0	0	0	0	0	0	0.000493365	0	0	0	0	0	0	0	0.000140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000852056	0	0	0	0	0	0	0	0.000246354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49516	0	0	0	0.000108396	0	0	0	0.502724	0	0	0	7.22638e-05	0	0	0	7.22638e-05	0	0	0	3.94166e-05	0	0	0	9.19721e-05	0	0	0	0	0	0	0	0.000493365	0	0	0	0	0	0	0	0.000140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	25370	
152	1212278400	2008	06	01	1	0.6	0.5	67857	-1111	0	-1111	34.6059	34.3246	34.4047	-1111	20516	-1111	5983	-1111	11618	-1111	0.000822024	0	0	0	0	0	0	0	0.000211499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491029	0	0	0	8.40393e-05	0	0	0	0.506999	0	0	0	8.96419e-05	0	0	0	7.98373e-05	0	0	0	3.36157e-05	0	0	0	6.16288e-05	0	0	0	0	0	0	0	0.000294738	0	0	0	0	0	0	0	0.000295538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000822024	0	0	0	0	0	0	0	0.000211499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491029	0	0	0	8.40393e-05	0	0	0	0.506999	0	0	0	8.96419e-05	0	0	0	7.98373e-05	0	0	0	3.36157e-05	0	0	0	6.16288e-05	0	0	0	0	0	0	0	0.000294738	0	0	0	0	0	0	0	0.000295538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	29748	
182	1214870400	2008	07	01	1	0.6	0.5	68014	-1111	0	-1111	36.9029	36.1691	36.0102	-1111	20408	-1111	6213	-1111	11936	-1111	0.000989509	0	0	0	0	0	0	0	0.000199473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484299	0	0	0	0.000172134	0	0	0	0.513289	0	0	0	6.58161e-05	0	0	0	0.000140528	0	0	0	3.03767e-05	0	0	0	4.5565e-05	0	0	0	0	0	0	0	0.000441125	0	0	0	0	0	0	0	0.000327092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000989509	0	0	0	0	0	0	0	0.000199473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484299	0	0	0	0.000172134	0	0	0	0.513289	0	0	0	6.58161e-05	0	0	0	0.000140528	0	0	0	3.03767e-05	0	0	0	4.5565e-05	0	0	0	0	0	0	0	0.000441125	0	0	0	0	0	0	0	0.000327092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	32920	
213	1217548800	2008	08	01	1	0.6	0.5	68153	-1111	0	-1111	37.3403	36.9796	36.644	-1111	21198	-1111	6242	-1111	12240	-1111	0.00082764	0	0	0	1.4176e-05	0	0	0	0.000206058	0	0	0	0	0	0	0	2.83519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.45063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478664	0	0	0	0.00018287	0	0	0	0.519099	0	0	0	4.72532e-05	0	0	0	0.000166882	0	0	0	0	0	0	0	6.37918e-05	0	0	0	0	0	0	0	0.000397703	0	0	0	0	0	0	0	0.000292092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.00082764	0	0	0	1.4176e-05	0	0	0	0.000206058	0	0	0	0	0	0	0	2.83519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.45063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478664	0	0	0	0.00018287	0	0	0	0.519099	0	0	0	4.72532e-05	0	0	0	0.000166882	0	0	0	0	0	0	0	6.37918e-05	0	0	0	0	0	0	0	0.000397703	0	0	0	0	0	0	0	0.000292092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	35271	
244	1220227200	2008	09	01	1	0.6	0.5	68289	-1111	0	-1111	37.2135	36.9585	36.2767	-1111	20885	-1111	6263	-1111	12090	-1111	0.000751557	0	0	0	1.3541e-05	0	0	0	0.000177913	0	0	0	0	0	0	0	2.70819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41638e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472111	0	0	0	0.000100203	0	0	0	0.525556	0	0	0	5.75491e-05	0	0	0	0.000170756	0	0	0	0	0	0	0	0.000100203	0	0	0	0	0	0	0	0.000471526	0	0	0	0	0	0	0	0.000457932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000751557	0	0	0	1.3541e-05	0	0	0	0.000177913	0	0	0	0	0	0	0	2.70819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.41638e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472111	0	0	0	0.000100203	0	0	0	0.525556	0	0	0	5.75491e-05	0	0	0	0.000170756	0	0	0	0	0	0	0	0.000100203	0	0	0	0	0	0	0	0.000471526	0	0	0	0	0	0	0	0.000457932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	36925	
274	1222819200	2008	10	01	1	0.6	0.5	68413	-1111	0	-1111	36.7904	37.1615	35.581	-1111	19577	-1111	5750	-1111	11153	-1111	0.000749434	0	0	0	1.31777e-05	0	0	0	0.000302208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466104	0	0	0	0.000180408	0	0	0	0.53121	0	0	0	2.63553e-05	0	0	0	0.000245607	0	0	0	0	0	0	0	0.000118913	0	0	0	0	0	0	0	0.000574755	0	0	0	0	0	0	0	0.000475306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000749434	0	0	0	1.31777e-05	0	0	0	0.000302208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466104	0	0	0	0.000180408	0	0	0	0.53121	0	0	0	2.63553e-05	0	0	0	0.000245607	0	0	0	0	0	0	0	0.000118913	0	0	0	0	0	0	0	0.000574755	0	0	0	0	0	0	0	0.000475306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	37943	
305	1225497600	2008	11	01	1	0.6	0.5	68570	-1111	0	-1111	35.7827	36.2008	34.3795	-1111	19401	-1111	5717	-1111	10962	-1111	0.000979707	0	0	0	1.30719e-05	0	0	0	0.000442702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458419	0	0	0	0.000184853	0	0	0	0.53859	0	0	0	1.56863e-05	0	0	0	0.000225812	0	0	0	0	0	0	0	0.000144517	0	0	0	0	0	0	0	0.000442048	0	0	0	0	0	0	0	0.000543303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	0.000979707	0	0	0	1.30719e-05	0	0	0	0.000442702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458419	0	0	0	0.000184853	0	0	0	0.53859	0	0	0	1.56863e-05	0	0	0	0.000225812	0	0	0	0	0	0	0	0.000144517	0	0	0	0	0	0	0	0.000442048	0	0	0	0	0	0	0	0.000543303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1111	38250	
